Branch,Clinic,Doctor Name,Clinic Rank in Medical Center,Doctor Rank in Clinic,Section,Period,Claimed Amount,#Claimants,#Claims,ACLC (Average Claimant Cost Doctor Clinic),ACC (Average Claim Cost Doctor Clinic),ACC (Average Claim Cost Branch Clinic),Ratio ACC to Branch,ACLC (Average Claimant Cost Branch Clinic),Ratio ACLC to Branch,ACC (Average Claim Cost Medical Centers Clinic),Ratio ACC to Medical Center,ACC INDICATOR,ACLC (Average Claimant Cost Medical Centers Clinic),Ratio ACLC to Medical Center
ER CLINIC,HMC - Al Ghadeer,202312, Wafa Alaswad,1,1,349,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,147,202,,,
ER CLINIC,HMC - Al Ghadeer,202312,Alaa Alhourani,2,2,294,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,248,31,,14,
ER CLINIC,HMC - Al Ghadeer,202312,HANAN  ALAMER,1,1,236,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,147,,41,48,
ER CLINIC,HMC - Al Ghadeer,202312, Saleh rubayq,2,2,147,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,118,,30,,
ER CLINIC,HMC - Al Ghadeer,202312,Mohammad Bajawi,1,1,147,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,147,,,,
ER CLINIC,HMC - Al Ghadeer,202312,MAYYAR  MAYYAR KHALAF,1,1,118,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,118,,,,
ER CLINIC,HMC - Al Ghadeer,202312, Alwaleed Alshwikh,1,1,80,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,80,,
ER CLINIC,HMC - Al Ghadeer,202312,,4,4,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,
ER CLINIC,HMC - Al Narjis,202312, ABDULAZIZ ALSOUMALI,109,104,"17,391",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"14,240",819,746,963,624
ER CLINIC,HMC - Al Narjis,202312, ALWALEED  ALSHWIKH,148,146,"32,162",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"18,334","4,862","1,605","3,047","4,313"
ER CLINIC,HMC - Al Narjis,202312, Abdullah Almeqbal,5,5,291,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,291,,
ER CLINIC,HMC - Al Narjis,202312, Amro Alhumaid,13,12,649,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,118,129,402,,
ER CLINIC,HMC - Al Narjis,202312, Fahad Alhudaib,16,16,546,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,546,,
ER CLINIC,HMC - Al Narjis,202312, Fahad Alshayaq,46,35,"1,805",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,"1,805",,
ER CLINIC,HMC - Al Narjis,202312, Feras Aljabri,18,15,592,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,592,,
ER CLINIC,HMC - Al Narjis,202312, Khaled Almutairi,44,35,"1,767",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,129,"1,638",,
ER CLINIC,HMC - Al Narjis,202312, Khalid Al-otaibe,11,10,364,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,364,,
ER CLINIC,HMC - Al Narjis,202312, MADELYN AHMED OTHMAN,420,411,"93,308",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"54,026","13,822","7,372","8,197","9,891"
ER CLINIC,HMC - Al Narjis,202312, Mazen Alyahya,23,20,968,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,968,,
ER CLINIC,HMC - Al Narjis,202312, Mohammad Alsubiay,12,11,440,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,440,,
ER CLINIC,HMC - Al Narjis,202312, Omar Alzahrani,36,33,"1,427",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,"1,427",,
ER CLINIC,HMC - Al Narjis,202312, Sami Alenazi,2,2,75,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,75,,
ER CLINIC,HMC - Al Narjis,202312,ABDULAZIZ   ALALI,132,129,"25,386",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"16,900","2,454","1,984","2,492","1,557"
ER CLINIC,HMC - Al Narjis,202312,ABDULAZIZ  BALUBAID,29,29,"5,708",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"3,696",466,793,636,116
ER CLINIC,HMC - Al Narjis,202312,ABDULLAH   ALANAZI,49,49,"12,456",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"6,412","4,275",732,768,269
ER CLINIC,HMC - Al Narjis,202312,ABDULMUHAIMEN   ALMUFTI,402,395,"86,075",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"51,124","10,670","10,971","7,490","5,819"
ER CLINIC,HMC - Al Narjis,202312,ABDULRAHMAN   ALHAZMI,1,1,118,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,118,,,,
ER CLINIC,HMC - Al Narjis,202312,ABDULRAHMAN ALLAHHAM,26,26,"7,688",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"3,453","1,452",802,"1,052",928
ER CLINIC,HMC - Al Narjis,202312,AHMAD ALOLAH  AHMAD ALOLAH,256,255,"40,839",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"33,401","1,062","3,318",691,"2,368"
ER CLINIC,HMC - Al Narjis,202312,AHMAD BIN KHALAF,103,103,"29,320",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"13,056","7,173","2,301","1,441","5,349"
ER CLINIC,HMC - Al Narjis,202312,AHMED ALGHAMDI  AHMED ALGHAMDI,32,31,"6,327",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"3,898",486,637,431,875
ER CLINIC,HMC - Al Narjis,202312,AHMED ALSHUDUKHI,217,214,"55,200",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"27,694","14,923","4,141","2,810","5,632"
ER CLINIC,HMC - Al Narjis,202312,AIMAN GAMIL MUQRAD,354,351,"90,851",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"45,812","22,553","8,225","3,991","10,270"
ER CLINIC,HMC - Al Narjis,202312,AMAL BAKHSHWAIN  AMAL BAKHSHWAIN,86,86,"14,679",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"11,348",719,258,446,"1,906"
ER CLINIC,HMC - Al Narjis,202312,AREEJ   ALHAMDI,38,38,"6,661",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"5,130",717,186,180,448
ER CLINIC,HMC - Al Narjis,202312,Abdulrhman Alanzi,50,41,"2,043",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,118,,"1,799",127,
ER CLINIC,HMC - Al Narjis,202312,BASHAER   ALREHAILI,25,25,"6,648",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"3,131","1,518",385,352,"1,261"
ER CLINIC,HMC - Al Narjis,202312,DALIA HASSAN ALI NASR  DALIA HASSAN ALI NASR,348,344,"73,332",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"44,885","12,899","6,229","3,176","6,144"
ER CLINIC,HMC - Al Narjis,202312,DANIAH ALLALI,9,9,"2,005",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"1,117",455,261,171,
ER CLINIC,HMC - Al Narjis,202312,DIMAH HASSAN M ABUAISH  DIMAH HASSAN M ABUAISH,14,14,"3,775",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"1,755",594,"1,243",38,145
ER CLINIC,HMC - Al Narjis,202312,EBRAHIM   ALSAIF,85,85,"16,507",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"11,072","1,940","1,526",464,"1,505"
ER CLINIC,HMC - Al Narjis,202312,FAHAD ALHUQAYL  FAHAD ALHUQAYL,131,131,"27,246",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"17,082","4,506","2,511","1,244","1,902"
ER CLINIC,HMC - Al Narjis,202312,GHALLAB   AL BEAINY,438,433,"94,565",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"57,664","16,911","6,986","6,837","6,167"
ER CLINIC,HMC - Al Narjis,202312,Ghaida Alsuhaibani,10,10,"2,782",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"1,323",927,233,299,
ER CLINIC,HMC - Al Narjis,202312,HAMDAN ALMISHRAFI  HAMDAN ALMISHRAFI,36,36,"7,645",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"4,715","1,248",523,625,534
ER CLINIC,HMC - Al Narjis,202312,HANAN  ALAMER,6,6,881,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,632,,74,75,100
ER CLINIC,HMC - Al Narjis,202312,Ibrahim Muhainy,6,6,"1,796",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,828,727,79,16,146
ER CLINIC,HMC - Al Narjis,202312,Khaled Almutairi,1,1,118,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,118,,,,
ER CLINIC,HMC - Al Narjis,202312,Khalid  Alotaibi,13,13,"5,073",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"1,635","2,034",685,341,379
ER CLINIC,HMC - Al Narjis,202312,Lama Alotaibi,44,44,"14,836",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"5,591","3,805","1,631",751,"3,058"
ER CLINIC,HMC - Al Narjis,202312,MAHA MOHAMAD BELAL BARAKEH  MAHA MOHAMAD BELAL BARAKEH,338,334,"72,566",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"43,403","7,613","7,667","5,453","8,430"
ER CLINIC,HMC - Al Narjis,202312,MALAK ALSHARIF  MALAK ALSHARIF,15,15,"4,072",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"1,879",933,199,59,"1,002"
ER CLINIC,HMC - Al Narjis,202312,MALEK ALAAULLAH  MALEK ALAAULLAH,35,35,"11,177",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"4,625","4,695","1,008",337,512
ER CLINIC,HMC - Al Narjis,202312,MAYYAR  MAYYAR KHALAF,81,81,"21,114",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"10,642","3,075","3,954","1,649","1,794"
ER CLINIC,HMC - Al Narjis,202312,MOHAMMAD     ALANAZI,20,20,"2,790",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"2,659",37,,94,
ER CLINIC,HMC - Al Narjis,202312,MOHAMMED  MOHAMMED ALAWADI,1,1,147,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,147,,,,
ER CLINIC,HMC - Al Narjis,202312,MOHAMMED ALDINI  MOHAMMED ALDINI,49,49,"11,347",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"6,023","1,987","1,368","1,139",830
ER CLINIC,HMC - Al Narjis,202312,MOHAMMED MANEI AL RISHAN,40,40,"7,756",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"5,057",601,924,776,398
ER CLINIC,HMC - Al Narjis,202312,Mohammad Alsubiay,1,1,261,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,118,,33,13,97
ER CLINIC,HMC - Al Narjis,202312,Mohammad Junaidalah,365,360,"85,326",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"47,099","16,726","7,343","3,300","10,859"
ER CLINIC,HMC - Al Narjis,202312,Mutaz Alharbi,2,2,383,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,250,,52,81,
ER CLINIC,HMC - Al Narjis,202312,NAWAF   SELAYEM,3,3,420,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,412,,,8,
ER CLINIC,HMC - Al Narjis,202312,NAWAF ALKHARASHI  NAWAF ALKHARASHI,25,25,"8,464",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"3,297","2,836",502,520,"1,309"
ER CLINIC,HMC - Al Narjis,202312,OLA IBRAHIM,2,2,250,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,250,,,,
ER CLINIC,HMC - Al Narjis,202312,RAKAN  ALGORINEES,1,1,265,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,265,,,,
ER CLINIC,HMC - Al Narjis,202312,RAWAN  ABDULMALIK,25,25,"4,113",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"3,231",,677,206,
ER CLINIC,HMC - Al Narjis,202312,SANAA  TULBAH,1,1,484,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,258,192,5,29,
ER CLINIC,HMC - Al Narjis,202312,SAUD ALSHAHRANI  SAUD ALSHAHRANI,16,16,"5,008",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"2,137","1,888",555,282,146
ER CLINIC,HMC - Al Narjis,202312,SOONAM SHAIKH,383,378,"83,541",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"49,398","11,094","10,832","3,879","8,338"
ER CLINIC,HMC - Al Narjis,202312,SUHAIB  JABER,7,7,"1,572",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,911,,516,145,
ER CLINIC,HMC - Al Narjis,202312,Support User  Support User,2,2,344,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,294,,27,23,
ER CLINIC,HMC - Al Narjis,202312,TALAL   ALSHAIKH  TALAL   ALSHAIKH,362,359,"65,614",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"46,501","7,336","3,673","2,212","5,893"
ER CLINIC,HMC - Al Narjis,202312,TAREK DJOUDJOU  TAREK DJOUDJOU,53,53,"10,407",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"7,051","1,979",290,211,875
ER CLINIC,HMC - Al Narjis,202312,WAFA ALASWAD  WAFA ALASWAD,85,85,"17,708",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"10,920","1,580","2,045","1,134","2,027"
ER CLINIC,HMC - Al Narjis,202312,WALID  ALORAINY,98,98,"16,687",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"12,597","1,283","1,278",670,859
ER CLINIC,HMC - Al Narjis,202312,YOUSEF ALSHEHRI  YOUSEF ALSHEHRI,270,267,"44,958",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"33,925","1,597","5,561","1,530","2,345"
FAMILY MEDICINE,HMC - Al Ghadeer,202312,HASSAN  ALSUGAIR,217,213,"192,142",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"35,800","113,220","2,777","36,612","3,733"
FAMILY MEDICINE,HMC - Al Ghadeer,202312,Alaa Alhourani,157,153,"135,814",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"22,589","84,594","1,908","24,696","2,028"
FAMILY MEDICINE,HMC - Al Ghadeer,202312,NOURA  ALHAMAD,129,129,"97,983",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"21,397","48,651",392,"26,019","1,523"
FAMILY MEDICINE,HMC - Al Ghadeer,202312,Anas Alheyari,78,76,"73,417",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"10,195","41,137",835,"21,191",59
FAMILY MEDICINE,HMC - Al Ghadeer,202312,Hala Ghananeem,72,67,"64,889",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"9,336","45,242",625,"9,686",
FAMILY MEDICINE,HMC - Al Ghadeer,202312,HANAN FAYOUMI,67,65,"39,515",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"8,166","20,180","1,328","9,077",763
FAMILY MEDICINE,HMC - Al Ghadeer,202312,MUNA  AL-DIN,67,65,"40,077",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"8,733","21,090",326,"9,645",284
FAMILY MEDICINE,HMC - Al Ghadeer,202312,BAYAN  MOHSEN,29,28,"23,919",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"4,708","16,968",389,"1,289",565
FAMILY MEDICINE,HMC - Al Ghadeer,202312,Saleh Alfawaz,24,24,"17,817",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"3,116","12,466",,"1,355",879
FAMILY MEDICINE,HMC - Al Ghadeer,202312,MASHAEL ALHARBI MASHAEL ALHARBI,12,12,"8,440",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"2,031","2,870",,"3,539",
FAMILY MEDICINE,HMC - Al Ghadeer,202312,Nora Howaidi,3,3,"5,240",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,353,"2,900",,"1,793",194
FAMILY MEDICINE,HMC - Al Ghadeer,202312,Omniah Osman,1,1,"1,615",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,147,"1,468",,,
FAMILY MEDICINE,HMC - Al Narjis,202312, AHOUD  ALORAYFIJ,48,48,"50,704",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"8,129","36,980","1,934","2,244","1,416"
FAMILY MEDICINE,HMC - Al Narjis,202312,ABDULAZIZ  ALAHMARI,36,36,"26,618",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"4,641","17,385",690,"3,336",567
FAMILY MEDICINE,HMC - Al Narjis,202312,ABDULMALIK  AL MUFARRIH,27,27,"15,644",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"3,697","10,637",,"1,200",111
FAMILY MEDICINE,HMC - Al Narjis,202312,ABDULMALIK ALMUGHAMIS,16,16,"6,888",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"2,101","3,746",,"1,041",
FAMILY MEDICINE,HMC - Al Narjis,202312,ABDULRAHMAN  ALFAWAZ,60,58,"50,802",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"7,936","32,976",550,"8,294","1,045"
FAMILY MEDICINE,HMC - Al Narjis,202312,AMIRA  ALJABER,43,43,"34,769",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"6,850","19,720",,"7,915",284
FAMILY MEDICINE,HMC - Al Narjis,202312,Alanoud Aldrees,136,135,"118,697",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"17,698","74,492",858,"23,573","2,076"
FAMILY MEDICINE,HMC - Al Narjis,202312,Anime Klabi,102,102,"59,010",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"13,146","33,239",884,"11,527",214
FAMILY MEDICINE,HMC - Al Narjis,202312,Badr Almutairi,24,24,"8,851",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"2,880","4,519",100,"1,196",156
FAMILY MEDICINE,HMC - Al Narjis,202312,FAISAL ABUABAT,24,22,"20,344",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"4,046","12,939",314,"3,045",
FAMILY MEDICINE,HMC - Al Narjis,202312,HAMOOD  ALTURAIGI,69,67,"52,144",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"8,532","27,952",649,"13,760","1,251"
FAMILY MEDICINE,HMC - Al Narjis,202312,HAYTHAM   ALSAIF,51,50,"44,648",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"7,853","26,723",653,"9,040",379
FAMILY MEDICINE,HMC - Al Narjis,202312,HIBA  SHADERMA,105,103,"72,033",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"13,808","42,208","1,687","12,708","1,622"
FAMILY MEDICINE,HMC - Al Narjis,202312,HUSAM ALGAYED,18,18,"16,436",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"2,417","11,571",,"1,655",794
FAMILY MEDICINE,HMC - Al Narjis,202312,KHOLOUD  BINHAIKEL,33,32,"24,524",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"5,073","16,182",214,"3,056",
FAMILY MEDICINE,HMC - Al Narjis,202312,MAHMOOD Sqour,146,145,"129,417",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"19,486","67,141","2,235","38,461","2,093"
FAMILY MEDICINE,HMC - Al Narjis,202312,MOHAMMED ALMUTAIRI,13,13,"12,496",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"2,352","9,605",,443,96
FAMILY MEDICINE,HMC - Al Narjis,202312,Marwa Alzaben,35,35,"22,149",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"5,825","11,593",547,"3,768",416
FAMILY MEDICINE,HMC - Al Narjis,202312,Norah Almukhlifi,4,4,"4,729",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,580,"4,000",111,38,
FAMILY MEDICINE,HMC - Al Narjis,202312,OMAR ABDULAZIZ ALZAMIL OMAR ABDULAZIZ ALZAMIL,24,24,"12,087",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"3,913","6,870",84,949,270
FAMILY MEDICINE,HMC - Al Narjis,202312,RANIA SAGHIR,160,155,"140,566",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"20,886","91,197","1,114","23,520","3,849"
FAMILY MEDICINE,HMC - Al Narjis,202312,SAAD HUSSAIN ALSHARIF SAAD HUSSAIN ALSHARIF,17,17,"7,913",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"2,205","3,635",,"2,073",
FAMILY MEDICINE,HMC - Al Narjis,202312,Sajeda  Alhawamedah,166,162,"117,960",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"21,838","64,077","1,006","28,216","2,823"
FAMILY MEDICINE,HMC - Al Narjis,202312,Sultan Almuheza,101,100,"51,550",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"15,863","21,142",200,"13,831",514
FAMILY MEDICINE,HMC - Al Narjis,202312,TARIQ  OZAM,13,13,"4,746",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"2,155","1,447",221,923,
FITNESS & NUTRITION,HMC - Al Narjis,202312,SARA BIN NASBAN,11,11,"1,014",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"1,014",,,,
GASTROENTEROLOGY,HMC - Al Ghadeer,202312,SONIA  LAZ,92,90,"85,432",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"14,673","38,120",,"18,315","14,324"
GASTROENTEROLOGY,HMC - Al Narjis,202312,NOURHAN OBEID,142,135,"180,759",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"17,514","69,430","1,236","80,297","12,282"
GASTROENTEROLOGY,HMC - Al Narjis,202312,SALEM  BASALAMA,24,23,"16,039",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"3,010","6,952",,"3,589","2,488"
GENERAL SURGERY CLINIC,HMC - Al Ghadeer,202312,Hadi Almohsen,62,55,"20,093",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"7,278",619,"4,586","6,383","1,227"
GENERAL SURGERY CLINIC,HMC - Al Narjis,202312,AHLAM ALSULAIMAN,3,3,609,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,419,,111,79,
GENERAL SURGERY CLINIC,HMC - Al Narjis,202312,BADER    ALENAZI,1,1,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,,,
GENERAL SURGERY CLINIC,HMC - Al Narjis,202312,Bader Almansour,22,22,"12,393",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"2,740","2,055","5,203",491,"1,905"
GENERAL SURGERY CLINIC,HMC - Al Narjis,202312,MANSOUR  ALKHURMUDI,19,18,"11,681",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"3,307","2,053","1,687","1,499","3,135"
GENERAL SURGERY CLINIC,HMC - Al Narjis,202312,MOAYAD  ALSAYYED,59,57,"17,045",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"7,596",303,"2,140","4,785","2,222"
GENERAL SURGERY CLINIC,HMC - Al Narjis,202312,MOHAMMED  ALHUSSEIN,5,5,721,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,382,,56,77,206
GENERAL SURGERY CLINIC,HMC - Al Narjis,202312,SIRAGE  EDRIS,63,60,"20,426",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"7,760","1,815","2,507","6,294","2,049"
GP,HMC - Al Ghadeer,202312,Omniah Osman,320,300,"374,889",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"42,414","227,011","1,722","97,406","6,336"
INTERNAL MEDICINE CLINIC,HMC - Al Ghadeer,202312,Abdullelah Almutairi,43,43,"37,909",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"6,873","16,956",240,"12,922",917
INTERNAL MEDICINE CLINIC,Al Ghadeer,202312,LENA MUSALLAM   AL SHAMAN,173,168,"136,476",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"22,234","86,400",339,"21,426","6,077"
INTERNAL MEDICINE CLINIC,HMC - Al Ghadeer,202312,Othman Almazyed,41,38,"23,415",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"5,846","10,334",,"7,104",131
INTERNAL MEDICINE CLINIC,HMC - Al Narjis,202312, AHMAD MIHDAWI MIHDAWI,125,122,"107,797",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"15,684","60,011",875,"25,684","5,542"
INTERNAL MEDICINE CLINIC,HMC - Al Narjis,202312, NOURAH ALZUGHAIBI,1,1,132,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,132,,,,
INTERNAL MEDICINE CLINIC,HMC - Al Narjis,202312,ABDULAZIZ  ALSHABIBI,16,16,"8,156",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"1,735","5,481",,940,
INTERNAL MEDICINE CLINIC,HMC - Al Narjis,202312,ABDULAZIZ ALSUBAIE ABDULAZIZ ALSUBAIE,88,87,"46,605",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"10,731","22,220",30,"12,599","1,025"
INTERNAL MEDICINE CLINIC,HMC - Al Narjis,202312,BASHAYER  ALBOGAMI,154,145,"160,602",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"23,768","83,276","2,294","39,728","11,536"
INTERNAL MEDICINE CLINIC,HMC - Al Narjis,202312,Jessica Chaaya,44,44,"36,496",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"4,980","22,044",,"5,893","3,579"
INTERNAL MEDICINE CLINIC,HMC - Al Narjis,202312,SAAD  ALSAAB,64,64,"40,614",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"10,288","18,905",159,"9,952","1,310"
NEPHROLOGY,HMC - Al Narjis,202312,SARA WISSAM FAKHREDINE SARA WISSAM FAKHREDINE,3,3,"3,649",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,426,"2,656",,,567
OB-GYNE,HMC - Al Ghadeer,202312,Ibtehal shabab,212,199,"128,980",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"28,029","53,387","2,023","14,718","30,824"
